2025-05-28 16:58:53.441130
"0.02161" LEYEZ="0.57736" LPUPILD="0.00413" LPUPILV="1" REYEX="0.03119" REYEY="0.01972" REYEZ="0.57776" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.21774" FPOGY="0.06195" FPOGS="3278.61743" FPOGD="0.10034" FPOGID="6818" FPOGV="1" LPOGX="0.23202" LPOGY="0.09878" LPOGV="1" RPOGX="0.19867" RPOGY="-0.00109" RPOGV="1" BPOGX="0.21534" BPOGY="0.04885" BPOGV="1" LPCX="0.31083" LPCY="0.38478" LPD="24.35159" LPS="0.77108" LPV="1" RPCX="0.60718" RPCY="0.38148" RPD="22.65530" RPS="0.77108" RPV="1" LEYEX="-0.03960" LEYEY="0.01811" LEYEZ="0.56140" LPUPILD="0.00427" LPUPILV="1" REYEX="0.02430" REYEY="0.01925" REYEZ="0.58078" RPUPILD="0.00401" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43662" FPOGY="0.06110" FPOGS="3278.83081" FPOGD="0.11426" FPOGID="6819" FPOGV="1" LPOGX="0.45061" LPOGY="0.10244" LPOGV="1" RPOGX="0.42829" RPOGY="0.09588" RPOGV="1" BPOGX="0.43945" BPOGY="0.09916" BPOGV="1" LPCX="0.32559" LPCY="0.38220" LPD="23.44178" LPS="0.74590" LPV="1" RPCX="0.62337" RPCY="0.38447" RPD="23.17455" RPS="0.74590" RPV="1" LEYEX="-0.03734" LEYEY="0.01866" LEYEZ="0.56794" LPUPILD="0.00424" LPUPILV="1" REYEX="0.02677" REYEY="0.01821" REYEZ="0.56595" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43640" FPOGY="0.06247" FPOGS="3278.83081" FPOGD="0.12061" FPOGID="6819" FPOGV="1" LPOGX="0.43927" LPOGY="0.11238" LPOGV="1" RPOGX="0.42567" RPOGY="0.06204" RPOGV="1" BPOGX="0.43247" BPOGY="0.08721" BPOGV="1" LPCX="0.32470" LPCY="0.38214" LPD="23.00735" LPS="0.74980" LPV="1" RPCX="0.62257" RPCY="0.38419" RPD="22.76408" RPS="0.74980" RPV="1" LEYEX="-0.03734" LEYEY="0.01866" LEYEZ="0.56794" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02677" REYEY="0.01821" REYEZ="0.56595" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43692" FPOGY="0.06323" FPOGS="3278.83081" FPOGD="0.12793" FPOGID="6819" FPOGV="1" LPOGX="0.45099" LPOGY="0.10940" LPOGV="1" RPOGX="0.44279" RPOGY="0.04577" RPOGV="1" BPOGX="0.44689" BPOGY="0.07758" BPOGV="1" LPCX="0.32426" LPCY="0.38239" LPD="23.61108" LPS="0.75369" LPV="1" RPCX="0.62210" RPCY="0.38413" RPD="22.59311" RPS="0.75369" RPV="1" LEYEX="-0.03734" LEYEY="0.01866" LEYEZ="0.56794" LPUPILD="0.00422" LPUPILV="1" REYEX="0.02677" REYEY="0.01821" REYEZ="0.56595" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43734" FPOGY="0.06340" FPOGS="3278.83081" FPOGD="0.13428" FPOGID="6819" FPOGV="1" LPOGX="0.44865" LPOGY="0.09952" LPOGV="1" RPOGX="0.44285" RPOGY="0.03446" RPOGV="1" BPOGX="0.44575" BPOGY="0.06699" BPOGV="1" LPCX="0.32367" LPCY="0.38232" LPD="24.14839" LPS="0.76184" LPV="1" RPCX="0.62166" RPCY="0.38401" RPD="22.86312" RPS="0.76184" RPV="1" LEYEX="-0.03809" LEYEY="0.01884" LEYEZ="0.57340" LPUPILD="0.00416" LPUPILV="1" REYEX="0.02635" REYEY="0.01820" REYEZ="0.56427" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43755" FPOGY="0.06394" FPOGS="3278.83081" FPOGD="0.14111" FPOGID="6819" FPOGV="1" LPOGX="0.44289" LPOGY="0.10674" LPOGV="1" RPOGX="0.44092" RPOGY="0.04380" RPOGV="1" BPOGX="0.44191" BPOGY="0.07527" BPOGV="1" LPCX="0.32312" LPCY="0.38224" LPD="23.36263" LPS="0.76608" LPV="1" RPCX="0.62112" RPCY="0.38417" RPD="22.99320" RPS="0.76608" RPV="1" LEYEX="-0.03809" LEYEY="0.01884" LEYEZ="0.57340" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02635" REYEY="0.01820" REYEZ="0.56427" RPUPILD="0.00384" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43709" FPOGY="0.06428" FPOGS="3278.83081" FPOGD="0.14795" FPOGID="6819" FPOGV="1" LPOGX="0.42382" LPOGY="0.09325" LPOGV="1" RPOGX="0.42996" RPOGY="0.05022" RPOGV="1" BPOGX="0.42689" BPOGY="0.07173" BPOGV="1" LPCX="0.32292" LPCY="0.38229" LPD="23.40779" LPS="0.77033" LPV="1" RPCX="0.62102" RPCY="0.38417" RPD="22.80256" RPS="0.77033" RPV="1" LEYEX="-0.03809" LEYEY="0.01884" LEYEZ="0.57340" LPUPILD="0.00423" LPUPILV="1" REYEX="0.02635" REYEY="0.01820" REYEZ="0.56427" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43666" FPOGY="0.06447" FPOGS="3278.83081" FPOGD="0.15454" FPOGID="6819" FPOGV="1" LPOGX="0.42382" LPOGY="0.09325" LPOGV="1" RPOGX="0.42993" RPOGY="0.04432" RPOGV="1" BPOGX="0.42688" BPOGY="0.06879" BPOGV="1" LPCX="0.32268" LPCY="0.38238" LPD="23.49717" LPS="0.77033" LPV="1" RPCX="0.62067" RPCY="0.38459" RPD="23.21054" RPS="0.77468" RPV="1" LEYEX="-0.03754" LEYEY="0.01850" LEYEZ="0.56331" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02699" REYEY="0.01864" REYEZ="0.58071" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43708" FPOGY="0.06360" FPOGS="3278.83081" FPOGD="0.16089" FPOGID="6819" FPOGV="1" LPOGX="0.43947" LPOGY="0.10322" LPOGV="1" RPOGX="0.45460" RPOGY="-0.01784" RPOGV="1" BPOGX="0.44704" BPOGY="0.04269" BPOGV="1" LPCX="0.32257" LPCY="0.38247" LPD="23.66226" LPS="0.77043" LPV="1" RPCX="0.62070" RPCY="0.38458" RPD="23.27024" RPS="0.77478" RPV="1" LEYEX="-0.03754" LEYEY="0.01850" LEYEZ="0.56331" LPUPILD="0.00422" LPUPILV="1" REYEX="0.02699" REYEY="0.01864" REYEZ="0.58071" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43694" FPOGY="0.06312" FPOGS="3278.83081" FPOGD="0.16772" FPOGID="6819" FPOGV="1" LPOGX="0.42440" LPOGY="0.10048" LPOGV="1" RPOGX="0.44252" RPOGY="0.00201" RPOGV="1" BPOGX="0.43346" BPOGY="0.05124" BPOGV="1" LPCX="0.32264" LPCY="0.38245" LPD="23.66618" LPS="0.77053" LPV="1" RPCX="0.62081" RPCY="0.38479" RPD="23.08837" RPS="0.77488" RPV="1" LEYEX="-0.03754" LEYEY="0.01850" LEYEZ="0.56331" LPUPILD="0.00424" LPUPILV="1" REYEX="0.02699" REYEY="0.01864" REYEZ="0.58071" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43678" FPOGY="0.06259" FPOGS="3278.83081" FPOGD="0.17578" FPOGID="6819" FPOGV="1" LPOGX="0.42304" LPOGY="0.09530" LPOGV="1" RPOGX="0.44252" RPOGY="0.00201" RPOGV="1" BPOGX="0.43278" BPOGY="0.04866" BPOGV="1" LPCX="0.32280" LPCY="0.38272" LPD="23.96741" LPS="0.77488" LPV="1" RPCX="0.62101" RPCY="0.38508" RPD="23.11117" RPS="0.77488" RPV="1" LEYEX="-0.03885" LEYEY="0.01913" LEYEZ="0.58358" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02635" REYEY="0.01803" REYEZ="0.56427" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43679" FPOGY="0.06320" FPOGS="3278.83081" FPOGD="0.18115" FPOGID="6819" FPOGV="1" LPOGX="0.43721" LPOGY="0.10588" LPOGV="1" RPOGX="0.43684" RPOGY="0.05354" RPOGV="1" BPOGX="0.43702" BPOGY="0.07971" BPOGV="1" LPCX="0.32314" LPCY="0.38269" LPD="24.29696" LPS="0.77913" LPV="1" RPCX="0.62146" RPCY="0.38556" RPD="23.29753" RPS="0.77478" RPV="1" LEYEX="-0.03885" LEYEY="0.01913" LEYEZ="0.58358" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02635" REYEY="0.01803" REYEZ="0.56427" RPUPILD="0.00394" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43712" FPOGY="0.06246" FPOGS="3278.83081" FPOGD="0.18774" FPOGID="6819" FPOGV="1" LPOGX="0.43942" LPOGY="0.10194" LPOGV="1" RPOGX="0.45346" RPOGY="-0.01845" RPOGV="1" BPOGX="0.44644" BPOGY="0.04174" BPOGV="1" LPCX="0.32351" LPCY="0.38276" LPD="24.11585" LPS="0.77903" LPV="1" RPCX="0.62192" RPCY="0.38551" RPD="23.12407" RPS="0.77468" RPV="1" LEYEX="-0.03885" LEYEY="0.01913" LEYEZ="0.58358" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02635" REYEY="0.01803" REYEZ="0.56427" RPUPILD="0.00386" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43746" FPOGY="0.06196" FPOGS="3278.83081" FPOGD="0.19458" FPOGID="6819" FPOGV="1" LPOGX="0.44069" LPOGY="0.10707" LPOGV="1" RPOGX="0.45337" RPOGY="-0.01222" RPOGV="1" BPOGX="0.44703" BPOGY="0.04742" BPOGV="1" LPCX="0.32410" LPCY="0.38286" LPD="24.19742" LPS="0.77468" LPV="1" RPCX="0.62252" RPCY="0.38573" RPD="23.11297" RPS="0.77033" RPV="1" LEYEX="-0.03757" LEYEY="0.01864" LEYEZ="0.56886" LPUPILD="0.00421" LPUPILV="1" REYEX="0.02677" REYEY="0.01791" REYEZ="0.56595" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43744" FPOGY="0.06304" FPOGS="3278.83081" FPOGD="0.20142" FPOGID="6819" FPOGV="1" LPOGX="0.42832" LPOGY="0.12924" LPOGV="1" RPOGX="0.44566" RPOGY="0.06194" RPOGV="1" BPOGX="0.43699" BPOGY="0.09559" BPOGV="1" LPCX="0.32485" LPCY="0.38292" LPD="24.15733" LPS="0.76608" LPV="1" RPCX="0.62351" RPCY="0.38613" RPD="22.70590" RPS="0.76608" RPV="1" LEYEX="-0.03757" LEYEY="0.01864" LEYEZ="0.56886" LPUPILD="0.00422" LPUPILV="1" REYEX="0.02677" REYEY="0.01791" REYEZ="0.56595" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43745" FPOGY="0.06385" FPOGS="3278.83081" FPOGD="0.20825" FPOGID="6819" FPOGV="1" LPOGX="0.42327" LPOGY="0.13661" LPOGV="1" RPOGX="0.45219" RPOGY="0.04109" RPOGV="1" BPOGX="0.43773" BPOGY="0.08885" BPOGV="1" LPCX="0.32528" LPCY="0.38289" LPD="24.31399" LPS="0.76184" LPV="1" RPCX="0.62385" RPCY="0.38650" RPD="23.31841" RPS="0.76184" RPV="1" LEYEX="-0.03757" LEYEY="0.01864" LEYEZ="0.56886" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02677" REYEY="0.01791" REYEZ="0.56595" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43749" FPOGY="0.06492" FPOGS="3278.83081" FPOGD="0.21533" FPOGID="6819" FPOGV="1" LPOGX="0.42587" LPOGY="0.14606" LPOGV="1" RPOGX="0.45203" RPOGY="0.05232" RPOGV="1" BPOGX="0.43895" BPOGY="0.09919" BPOGV="1" LPCX="0.32613" LPCY="0.38285" LPD="23.75855" LPS="0.75369" LPV="1" RPCX="0.62484" RPCY="0.38673" RPD="23.16766" RPS="0.75369" RPV="1" LEYEX="-0.03701" LEYEY="0.01860" LEYEZ="0.56867" LPUPILD="0.00420" LPUPILV="1" REYEX="0.02722" REYEY="0.01770" REYEZ="0.56468" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43776" FPOGY="0.06631" FPOGS="3278.83081" FPOGD="0.22192" FPOGID="6819" FPOGV="1" LPOGX="0.43226" LPOGY="0.12707" LPOGV="1" RPOGX="0.46054" RPOGY="0.09742" RPOGV="1" BPOGX="0.44640" BPOGY="0.11225" BPOGV="1" LPCX="0.32769" LPCY="0.38302" LPD="24.16236" LPS="0.74980" LPV="1" RPCX="0.62619" RPCY="0.38717" RPD="22.56274" RPS="0.74980" RPV="1" LEYEX="-0.03701" LEYEY="0.01860" LEYEZ="0.56867" LPUPILD="0.00416" LPUPILV="1" REYEX="0.02722" REYEY="0.01770" REYEZ="0.56468" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43822" FPOGY="0.07149" FPOGS="3278.83081" FPOGD="0.22827" FPOGID="6819" FPOGV="1" LPOGX="0.46399" LPOGY="0.23473" LPOGV="1" RPOGX="0.44399" RPOGY="0.26037" RPOGV="1" BPOGX="0.45399" BPOGY="0.24755" BPOGV="1" LPCX="0.32851" LPCY="0.38303" LPD="21.62896" LPS="0.74590" LPV="1" RPCX="0.62639" RPCY="0.38828" RPD="20.89920" RPS="0.74590" RPV="1" LEYEX="-0.03701" LEYEY="0.01860" LEYEZ="0.56867" LPUPILD="0.00412" LPUPILV="1" REYEX="0.02722" REYEY="0.01770" REYEZ="0.56468" RPUPILD="0.00358" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.43864" FPOGY="0.07625" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="1" LPOGX="0.46281" LPOGY="0.23018" LPOGV="1" RPOGX="0.44403" RPOGY="0.25563" RPOGV="1" BPOGX="0.45342" BPOGY="0.24290" BPOGV="1" LPCX="0.33115" LPCY="0.38540" LPD="17.86499" LPS="0.75015" LPV="1" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.75015" RPV="1" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00423" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.45645" FPOGY="0.15789" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="1" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="1" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.75829" LPV="1" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.75829" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.45645" FPOGY="0.15789" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.76644" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.76644" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.45645" FPOGY="0.15789" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="3278.83081" FPOGD="0.23511" FPOGID="6819" FPOGV="0" LPOGX="0.61317" LPOGY="0.73958" LPOGV="0" RPOGX="0.44403" RPOGY="0.25563" RPOGV="0" BPOGX="0.61317" BPOGY="0.73958" BPOGV="0" LPCX="0.33545" LPCY="0.38840" LPD="6.80296" LPS="0.77458" LPV="0" RPCX="0.62863" RPCY="0.39253" RPD="13.61684" RPS="0.77458" RPV="0" LEYEX="-0.03698" LEYEY="0.01916" LEYEZ="0.58311" LPUPILD="0.00209" LPUPILV="1" REYEX="0.02792" REYEY="0.01766" REYEZ="0.56339" RPUPILD="0.00307" RPUPILV="1" BKID="319" BKDUR="0.00000" BKPMIN="8" />
