2025-05-22 11:29:30.322149
-0.00225" LEYEZ="0.68092" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04246" REYEY="-0.00552" REYEZ="0.67569" RPUPILD="0.00644" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="15" /> 
<ACK ID="ENABLE_SEND_DATA" STATE="0" /> 
<ACK ID="ENABLE_SEND_DATA" STATE="1" /> 
<REC FPOGX="0.45008" FPOGY="0.39310" FPOGS="1429.99683" FPOGD="0.38220" FPOGID="1910" FPOGV="0" LPOGX="0.36634" LPOGY="0.30663" LPOGV="1" RPOGX="0.35254" RPOGY="0.24174" RPOGV="1" BPOGX="0.35944" BPOGY="0.27419" BPOGV="1" LPCX="0.40556" LPCY="0.49404" LPD="30.77041" LPS="1.10645" LPV="1" RPCX="0.64931" RPCY="0.50758" RPD="30.39231" RPS="1.09729" RPV="1" LEYEX="-0.02424" LEYEY="-0.00021" LEYEZ="0.68796" LPUPILD="0.00659" LPUPILV="1" REYEX="0.00000" REYEY="0.00000" REYEZ="0.00000" RPUPILD="0.00654" RPUPILV="0" BKID="0" BKDUR="0.00000" BKPMIN="14" /> 
<REC FPOGX="0.66710" FPOGY="0.88074" FPOGS="1432.94604" FPOGD="0.13953" FPOGID="1921" FPOGV="1" LPOGX="0.72876" LPOGY="0.94370" LPOGV="1" RPOGX="0.63689" RPOGY="0.78536" RPOGV="1" BPOGX="0.68282" BPOGY="0.86453" BPOGV="1" LPCX="0.41004" LPCY="0.50333" LPD="31.12722" LPS="1.08813" LPV="1" RPCX="0.65447" RPCY="0.51652" RPD="30.74277" RPS="1.09730" RPV="1" LEYEX="-0.02356" LEYEY="-0.00102" LEYEZ="0.68297" LPUPILD="0.00682" LPUPILV="1" REYEX="0.04178" REYEY="-0.00406" REYEZ="0.71168" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.66867" FPOGY="0.88016" FPOGS="1432.94604" FPOGD="0.14624" FPOGID="1921" FPOGV="1" LPOGX="0.74275" LPOGY="0.93964" LPOGV="1" RPOGX="0.66396" RPOGY="0.79527" RPOGV="1" BPOGX="0.70336" BPOGY="0.86746" BPOGV="1" LPCX="0.41106" LPCY="0.50327" LPD="31.22199" LPS="1.09730" LPV="1" RPCX="0.65544" RPCY="0.51656" RPD="30.99907" RPS="1.10646" RPV="1" LEYEX="-0.02356" LEYEY="-0.00102" LEYEZ="0.68297" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04178" REYEY="-0.00406" REYEZ="0.71168" RPUPILD="0.00642" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.67098" FPOGY="0.88028" FPOGS="1432.94604" FPOGD="0.15247" FPOGID="1921" FPOGV="1" LPOGX="0.75230" LPOGY="0.96506" LPOGV="1" RPOGX="0.69581" RPOGY="0.80121" RPOGV="1" BPOGX="0.72406" BPOGY="0.88313" BPOGV="1" LPCX="0.41138" LPCY="0.50332" LPD="31.24562" LPS="1.10646" LPV="1" RPCX="0.65566" RPCY="0.51661" RPD="30.99298" RPS="1.11563" RPV="1" LEYEX="-0.02356" LEYEY="-0.00102" LEYEZ="0.68297" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04178" REYEY="-0.00406" REYEZ="0.71168" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.67316" FPOGY="0.88033" FPOGS="1432.94604" FPOGD="0.15930" FPOGID="1921" FPOGV="1" LPOGX="0.75288" LPOGY="0.96412" LPOGV="1" RPOGX="0.69790" RPOGY="0.79887" RPOGV="1" BPOGX="0.72539" BPOGY="0.88149" BPOGV="1" LPCX="0.41150" LPCY="0.50327" LPD="31.28941" LPS="1.11563" LPV="1" RPCX="0.65582" RPCY="0.51656" RPD="30.98773" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.67565" FPOGY="0.88000" FPOGS="1432.94604" FPOGD="0.16626" FPOGID="1921" FPOGV="1" LPOGX="0.76316" LPOGY="0.94686" LPOGV="1" RPOGX="0.71288" RPOGY="0.79648" RPOGV="1" BPOGX="0.73802" BPOGY="0.87167" BPOGV="1" LPCX="0.41158" LPCY="0.50326" LPD="31.34151" LPS="1.12480" LPV="1" RPCX="0.65588" RPCY="0.51659" RPD="30.95683" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00688" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.67778" FPOGY="0.87968" FPOGS="1432.94604" FPOGD="0.17261" FPOGID="1921" FPOGV="1" LPOGX="0.75548" LPOGY="0.94782" LPOGV="1" RPOGX="0.71095" RPOGY="0.79520" RPOGV="1" BPOGX="0.73322" BPOGY="0.87151" BPOGV="1" LPCX="0.41148" LPCY="0.50324" LPD="31.40018" LPS="1.12480" LPV="1" RPCX="0.65587" RPCY="0.51664" RPD="30.91730" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.67976" FPOGY="0.87939" FPOGS="1432.94604" FPOGD="0.17944" FPOGID="1921" FPOGV="1" LPOGX="0.75548" LPOGY="0.94782" LPOGV="1" RPOGX="0.71095" RPOGY="0.79520" RPOGV="1" BPOGX="0.73322" BPOGY="0.87151" BPOGV="1" LPCX="0.41149" LPCY="0.50324" LPD="31.40620" LPS="1.12480" LPV="1" RPCX="0.65589" RPCY="0.51659" RPD="30.97542" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00684" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00635" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.68175" FPOGY="0.87901" FPOGS="1432.94604" FPOGD="0.18640" FPOGID="1921" FPOGV="1" LPOGX="0.76302" LPOGY="0.94521" LPOGV="1" RPOGX="0.71197" RPOGY="0.79123" RPOGV="1" BPOGX="0.73750" BPOGY="0.86822" BPOGV="1" LPCX="0.41148" LPCY="0.50319" LPD="31.52513" LPS="1.12480" LPV="1" RPCX="0.65592" RPCY="0.51665" RPD="30.99782" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.71058" FPOGY="0.87225" FPOGS="1432.94604" FPOGD="0.18640" FPOGID="1921" FPOGV="0" LPOGX="0.76325" LPOGY="0.94689" LPOGV="1" RPOGX="0.71282" RPOGY="0.79928" RPOGV="1" BPOGX="0.73803" BPOGY="0.87308" BPOGV="1" LPCX="0.41151" LPCY="0.50324" LPD="31.37594" LPS="1.12480" LPV="1" RPCX="0.65592" RPCY="0.51667" RPD="30.93763" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00636" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.72501" FPOGY="0.87183" FPOGS="1432.94604" FPOGD="0.18640" FPOGID="1921" FPOGV="0" LPOGX="0.76389" LPOGY="0.94583" LPOGV="1" RPOGX="0.71497" RPOGY="0.79700" RPOGV="1" BPOGX="0.73943" BPOGY="0.87142" BPOGV="1" LPCX="0.41151" LPCY="0.50320" LPD="31.50025" LPS="1.13376" LPV="1" RPCX="0.65592" RPCY="0.51667" RPD="30.93763" RPS="1.13376" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00688" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00636" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73473" FPOGY="0.87092" FPOGS="1432.94604" FPOGD="0.18640" FPOGID="1921" FPOGV="0" LPOGX="0.79277" LPOGY="0.94455" LPOGV="1" RPOGX="0.71560" RPOGY="0.79364" RPOGV="1" BPOGX="0.75419" BPOGY="0.86909" BPOGV="1" LPCX="0.41148" LPCY="0.50327" LPD="31.63032" LPS="1.14272" LPV="1" RPCX="0.65592" RPCY="0.51674" RPD="30.83325" RPS="1.14272" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00640" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73959" FPOGY="0.86965" FPOGS="1433.13916" FPOGD="0.01978" FPOGID="1922" FPOGV="1" LPOGX="0.78786" LPOGY="0.93626" LPOGV="1" RPOGX="0.72046" RPOGY="0.79544" RPOGV="1" BPOGX="0.75416" BPOGY="0.86585" BPOGV="1" LPCX="0.41148" LPCY="0.50327" LPD="31.62263" LPS="1.15167" LPV="1" RPCX="0.65595" RPCY="0.51673" RPD="30.93613" RPS="1.15167" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04119" REYEY="-0.00399" REYEZ="0.69970" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74228" FPOGY="0.86912" FPOGS="1433.13916" FPOGD="0.02649" FPOGID="1922" FPOGV="1" LPOGX="0.78786" LPOGY="0.93626" LPOGV="1" RPOGX="0.71825" RPOGY="0.79775" RPOGV="1" BPOGX="0.75305" BPOGY="0.86701" BPOGV="1" LPCX="0.41152" LPCY="0.50326" LPD="31.52509" LPS="1.15167" LPV="1" RPCX="0.65594" RPCY="0.51673" RPD="30.98555" RPS="1.14251" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00688" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74070" FPOGY="0.86326" FPOGS="1433.13916" FPOGD="0.03320" FPOGID="1922" FPOGV="1" LPOGX="0.75323" LPOGY="0.93050" LPOGV="1" RPOGX="0.71228" RPOGY="0.73742" RPOGV="1" BPOGX="0.73275" BPOGY="0.83396" BPOGV="1" LPCX="0.41151" LPCY="0.50329" LPD="31.61742" LPS="1.13355" LPV="1" RPCX="0.65595" RPCY="0.51673" RPD="30.92399" RPS="1.12438" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73930" FPOGY="0.85952" FPOGS="1433.13916" FPOGD="0.04016" FPOGID="1922" FPOGV="1" LPOGX="0.75094" LPOGY="0.93220" LPOGV="1" RPOGX="0.71089" RPOGY="0.74194" RPOGV="1" BPOGX="0.73091" BPOGY="0.83707" BPOGV="1" LPCX="0.41150" LPCY="0.50328" LPD="31.59866" LPS="1.11542" LPV="1" RPCX="0.65595" RPCY="0.51673" RPD="30.92399" RPS="1.10626" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73808" FPOGY="0.85697" FPOGS="1433.13916" FPOGD="0.04688" FPOGID="1922" FPOGV="1" LPOGX="0.75038" LPOGY="0.93340" LPOGV="1" RPOGX="0.70867" RPOGY="0.74478" RPOGV="1" BPOGX="0.72952" BPOGY="0.83909" BPOGV="1" LPCX="0.41150" LPCY="0.50328" LPD="31.59083" LPS="1.10626" LPV="1" RPCX="0.65596" RPCY="0.51671" RPD="30.95173" RPS="1.09709" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73891" FPOGY="0.85561" FPOGS="1433.13916" FPOGD="0.05334" FPOGID="1922" FPOGV="1" LPOGX="0.78346" LPOGY="0.94279" LPOGV="1" RPOGX="0.70776" RPOGY="0.74668" RPOGV="1" BPOGX="0.74561" BPOGY="0.84474" BPOGV="1" LPCX="0.41151" LPCY="0.50329" LPD="31.61742" LPS="1.10605" LPV="1" RPCX="0.65592" RPCY="0.51666" RPD="30.93557" RPS="1.10605" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00638" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74001" FPOGY="0.85423" FPOGS="1433.13916" FPOGD="0.05994" FPOGID="1922" FPOGV="1" LPOGX="0.78840" LPOGY="0.94710" LPOGV="1" RPOGX="0.71136" RPOGY="0.73661" RPOGV="1" BPOGX="0.74988" BPOGY="0.84186" BPOGV="1" LPCX="0.41150" LPCY="0.50328" LPD="31.59866" LPS="1.11501" LPV="1" RPCX="0.65596" RPCY="0.51671" RPD="30.95173" RPS="1.11501" RPV="1" LEYEX="-0.02384" LEYEY="-0.00104" LEYEZ="0.69562" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74091" FPOGY="0.85311" FPOGS="1433.13916" FPOGD="0.06665" FPOGID="1922" FPOGV="1" LPOGX="0.78840" LPOGY="0.94710" LPOGV="1" RPOGX="0.71136" RPOGY="0.73661" RPOGV="1" BPOGX="0.74988" BPOGY="0.84186" BPOGV="1" LPCX="0.41149" LPCY="0.50327" LPD="31.60000" LPS="1.11501" LPV="1" RPCX="0.65596" RPCY="0.51671" RPD="30.95173" RPS="1.11501" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00688" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00637" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74126" FPOGY="0.85459" FPOGS="1433.13916" FPOGD="0.07288" FPOGID="1922" FPOGV="1" LPOGX="0.78025" LPOGY="0.93789" LPOGV="1" RPOGX="0.71011" RPOGY="0.80389" RPOGV="1" BPOGX="0.74518" BPOGY="0.87089" BPOGV="1" LPCX="0.41147" LPCY="0.50321" LPD="31.78560" LPS="1.10605" LPV="1" RPCX="0.65596" RPCY="0.51667" RPD="30.96890" RPS="1.10605" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74149" FPOGY="0.85432" FPOGS="1433.13916" FPOGD="0.08008" FPOGID="1922" FPOGV="1" LPOGX="0.78557" LPOGY="0.95042" LPOGV="1" RPOGX="0.70281" RPOGY="0.75166" RPOGV="1" BPOGX="0.74419" BPOGY="0.85104" BPOGV="1" LPCX="0.41147" LPCY="0.50322" LPD="31.80682" LPS="1.09709" LPV="1" RPCX="0.65593" RPCY="0.51672" RPD="30.91891" RPS="1.09709" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00635" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74158" FPOGY="0.85422" FPOGS="1433.13916" FPOGD="0.08691" FPOGID="1922" FPOGV="1" LPOGX="0.78473" LPOGY="0.95147" LPOGV="1" RPOGX="0.70069" RPOGY="0.75437" RPOGV="1" BPOGX="0.74271" BPOGY="0.85292" BPOGV="1" LPCX="0.41145" LPCY="0.50321" LPD="31.84826" LPS="1.08813" LPV="1" RPCX="0.65591" RPCY="0.51671" RPD="30.84284" RPS="1.08813" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00635" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74180" FPOGY="0.85580" FPOGS="1433.13916" FPOGD="0.09424" FPOGID="1922" FPOGV="1" LPOGX="0.78415" LPOGY="0.94591" LPOGV="1" RPOGX="0.70568" RPOGY="0.81013" RPOGV="1" BPOGX="0.74492" BPOGY="0.87802" BPOGV="1" LPCX="0.41146" LPCY="0.50322" LPD="31.84239" LPS="1.08813" LPV="1" RPCX="0.65596" RPCY="0.51668" RPD="30.96823" RPS="1.08813" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00684" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.74061" FPOGY="0.85627" FPOGS="1433.13916" FPOGD="0.09998" FPOGID="1922" FPOGV="1" LPOGX="0.77671" LPOGY="0.92697" LPOGV="1" RPOGX="0.66900" RPOGY="0.79956" RPOGV="1" BPOGX="0.72286" BPOGY="0.86326" BPOGV="1" LPCX="0.41143" LPCY="0.50314" LPD="31.98900" LPS="1.08813" LPV="1" RPCX="0.65594" RPCY="0.51666" RPD="30.89882" RPS="1.08813" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00684" LPUPILV="1" REYEX="0.04043" REYEY="-0.00396" REYEZ="0.68596" RPUPILD="0.00634" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73963" FPOGY="0.85661" FPOGS="1433.13916" FPOGD="0.10718" FPOGID="1922" FPOGV="1" LPOGX="0.77671" LPOGY="0.92697" LPOGV="1" RPOGX="0.67092" RPOGY="0.79714" RPOGV="1" BPOGX="0.72382" BPOGY="0.86206" BPOGV="1" LPCX="0.41143" LPCY="0.50314" LPD="31.98209" LPS="1.08813" LPV="1" RPCX="0.65600" RPCY="0.51666" RPD="30.92436" RPS="1.09730" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00684" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73715" FPOGY="0.85532" FPOGS="1433.13916" FPOGD="0.11353" FPOGID="1922" FPOGV="1" LPOGX="0.75227" LPOGY="0.93023" LPOGV="1" RPOGX="0.63767" RPOGY="0.73668" RPOGV="1" BPOGX="0.69497" BPOGY="0.83345" BPOGV="1" LPCX="0.41147" LPCY="0.50312" LPD="31.84415" LPS="1.09730" LPV="1" RPCX="0.65602" RPCY="0.51665" RPD="30.89444" RPS="1.10647" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73506" FPOGY="0.85328" FPOGS="1433.13916" FPOGD="0.12012" FPOGID="1922" FPOGV="1" LPOGX="0.75523" LPOGY="0.90313" LPOGV="1" RPOGX="0.63971" RPOGY="0.73002" RPOGV="1" BPOGX="0.69747" BPOGY="0.81657" BPOGV="1" LPCX="0.41148" LPCY="0.50309" LPD="31.80396" LPS="1.10647" LPV="1" RPCX="0.65604" RPCY="0.51664" RPD="30.89018" RPS="1.11563" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00685" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73323" FPOGY="0.85134" FPOGS="1433.13916" FPOGD="0.12695" FPOGID="1922" FPOGV="1" LPOGX="0.75583" LPOGY="0.90167" LPOGV="1" RPOGX="0.64134" RPOGY="0.72710" RPOGV="1" BPOGX="0.69859" BPOGY="0.81438" BPOGV="1" LPCX="0.41151" LPCY="0.50312" LPD="31.89628" LPS="1.11563" LPV="1" RPCX="0.65606" RPCY="0.51665" RPD="30.91479" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00683" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73233" FPOGY="0.84981" FPOGS="1433.13916" FPOGD="0.13354" FPOGID="1922" FPOGV="1" LPOGX="0.77117" LPOGY="0.91327" LPOGV="1" RPOGX="0.65752" RPOGY="0.72518" RPOGV="1" BPOGX="0.71434" BPOGY="0.81922" BPOGV="1" LPCX="0.41157" LPCY="0.50320" LPD="31.64360" LPS="1.12480" LPV="1" RPCX="0.65612" RPCY="0.51661" RPD="30.80713" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00687" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00631" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73151" FPOGY="0.85025" FPOGS="1433.13916" FPOGD="0.14038" FPOGID="1922" FPOGV="1" LPOGX="0.76900" LPOGY="0.91087" LPOGV="1" RPOGX="0.65949" RPOGY="0.80799" RPOGV="1" BPOGX="0.71424" BPOGY="0.85943" BPOGV="1" LPCX="0.41157" LPCY="0.50313" LPD="31.68726" LPS="1.12480" LPV="1" RPCX="0.65614" RPCY="0.51660" RPD="30.72668" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00686" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73076" FPOGY="0.85065" FPOGS="1433.13916" FPOGD="0.14697" FPOGID="1922" FPOGV="1" LPOGX="0.76900" LPOGY="0.91087" LPOGV="1" RPOGX="0.65949" RPOGY="0.80799" RPOGV="1" BPOGX="0.71424" BPOGY="0.85943" BPOGV="1" LPCX="0.41159" LPCY="0.50311" LPD="31.68959" LPS="1.12480" LPV="1" RPCX="0.65614" RPCY="0.51663" RPD="30.74481" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00688" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00631" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73032" FPOGY="0.84876" FPOGS="1433.13916" FPOGD="0.15332" FPOGID="1922" FPOGV="1" LPOGX="0.76642" LPOGY="0.88763" LPOGV="1" RPOGX="0.67372" RPOGY="0.72321" RPOGV="1" BPOGX="0.72007" BPOGY="0.80542" BPOGV="1" LPCX="0.41173" LPCY="0.50284" LPD="32.03128" LPS="1.12480" LPV="1" RPCX="0.65622" RPCY="0.51654" RPD="30.84385" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00680" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.73005" FPOGY="0.84813" FPOGS="1433.13916" FPOGD="0.16040" FPOGID="1922" FPOGV="1" LPOGX="0.77129" LPOGY="0.88564" LPOGV="1" RPOGX="0.67631" RPOGY="0.78041" RPOGV="1" BPOGX="0.72380" BPOGY="0.83302" BPOGV="1" LPCX="0.41175" LPCY="0.50281" LPD="32.06598" LPS="1.12480" LPV="1" RPCX="0.65627" RPCY="0.51654" RPD="30.90929" RPS="1.12480" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00681" LPUPILV="1" REYEX="0.04168" REYEY="-0.00403" REYEZ="0.70625" RPUPILD="0.00632" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.72978" FPOGY="0.84760" FPOGS="1433.13916" FPOGD="0.16687" FPOGID="1922" FPOGV="1" LPOGX="0.77129" LPOGY="0.88564" LPOGV="1" RPOGX="0.67439" RPOGY="0.78289" RPOGV="1" BPOGX="0.72284" BPOGY="0.83427" BPOGV="1" LPCX="0.41177" LPCY="0.50281" LPD="32.06350" LPS="1.12480" LPV="1" RPCX="0.65629" RPCY="0.51652" RPD="30.95341" RPS="1.11563" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00681" LPUPILV="1" REYEX="0.04014" REYEY="-0.00387" REYEZ="0.67934" RPUPILD="0.00630" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.72971" FPOGY="0.84844" FPOGS="1433.13916" FPOGD="0.17358" FPOGID="1922" FPOGV="1" LPOGX="0.78117" LPOGY="0.95156" LPOGV="1" RPOGX="0.67448" RPOGY="0.78908" RPOGV="1" BPOGX="0.72783" BPOGY="0.87032" BPOGV="1" LPCX="0.41181" LPCY="0.50278" LPD="32.01935" LPS="1.11563" LPV="1" RPCX="0.65637" RPCY="0.51648" RPD="30.87093" RPS="1.10647" RPV="1" LEYEX="-0.02343" LEYEY="-0.00103" LEYEZ="0.68524" LPUPILD="0.00681" LPUPILV="1" REYEX="0.04014" REYEY="-0.00387" REYEZ="0.67934" RPUPILD="0.00633" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
